trivial, nontrivial, cycles, bl, routed, usage
16, 13, 171, 5, 8, 0.280000
15, 14, 172, 5, 9, 0.310000
12, 17, 269, 7, 10, 0.290000
13, 16, 222, 6, 10, 0.280000
15, 14, 145, 2, 10, 0.330000
16, 13, 208, 6, 7, 0.300000
14, 15, 261, 7, 8, 0.340000
15, 14, 145, 2, 10, 0.330000
14, 15, 196, 5, 10, 0.330000
14, 15, 190, 7, 8, 0.250000
15, 14, 223, 5, 9, 0.370000
20, 9, 139, 4, 5, 0.300000
10, 19, 248, 8, 11, 0.300000
12, 17, 254, 4, 13, 0.400000
18, 11, 180, 8, 3, 0.210000
17, 12, 145, 4, 8, 0.330000
12, 17, 262, 5, 12, 0.380000
16, 13, 169, 5, 8, 0.320000
12, 17, 211, 7, 10, 0.300000
14, 15, 187, 6, 9, 0.300000
17, 12, 198, 5, 7, 0.310000
20, 9, 132, 2, 7, 0.380000
13, 16, 218, 8, 8, 0.270000
15, 14, 198, 3, 11, 0.390000
17, 12, 146, 6, 4, 0.220000
19, 10, 131, 4, 6, 0.300000
14, 15, 218, 4, 11, 0.380000
17, 12, 163, 6, 6, 0.260000
10, 19, 262, 8, 11, 0.300000
17, 12, 201, 5, 7, 0.310000
15, 14, 190, 6, 8, 0.350000
12, 17, 236, 8, 9, 0.270000
15, 14, 206, 5, 9, 0.320000
15, 14, 180, 4, 10, 0.340000
18, 11, 192, 4, 7, 0.360000
16, 13, 170, 3, 10, 0.350000
15, 14, 188, 4, 10, 0.350000
12, 17, 233, 4, 13, 0.370000
10, 19, 268, 8, 11, 0.300000
16, 13, 163, 4, 9, 0.330000
19, 10, 180, 5, 5, 0.270000
20, 9, 150, 4, 5, 0.300000
16, 13, 170, 5, 8, 0.330000
14, 15, 206, 4, 11, 0.370000
18, 11, 183, 7, 4, 0.230000
18, 11, 151, 4, 7, 0.320000
14, 15, 206, 4, 11, 0.370000
17, 12, 193, 6, 6, 0.280000
11, 18, 247, 8, 10, 0.300000
15, 14, 188, 6, 8, 0.310000
17, 12, 186, 4, 8, 0.350000
17, 12, 136, 2, 10, 0.350000
14, 15, 27, 0, 2, 0.180000
12, 17, 239, 6, 11, 0.310000
14, 15, 210, 6, 9, 0.370000
14, 15, 217, 6, 9, 0.300000
12, 17, 239, 6, 11, 0.310000
17, 12, 188, 4, 8, 0.410000
8, 21, 282, 8, 13, 0.340000
15, 14, 200, 7, 7, 0.260000
12, 17, 229, 8, 9, 0.240000
12, 17, 238, 7, 10, 0.320000
17, 12, 159, 4, 8, 0.310000
13, 16, 234, 8, 8, 0.280000
16, 13, 179, 5, 8, 0.310000
14, 15, 226, 9, 6, 0.260000
13, 16, 234, 8, 8, 0.280000
18, 11, 124, 2, 9, 0.340000
14, 15, 183, 4, 11, 0.370000
17, 12, 198, 5, 7, 0.290000
13, 16, 246, 9, 7, 0.270000
13, 16, 232, 7, 9, 0.290000
12, 17, 223, 5, 12, 0.320000
17, 12, 179, 3, 9, 0.360000
14, 15, 213, 5, 10, 0.330000
14, 15, 233, 10, 5, 0.200000
17, 12, 179, 3, 9, 0.360000
16, 13, 158, 3, 10, 0.340000
13, 16, 233, 7, 9, 0.260000
14, 15, 175, 4, 11, 0.360000
16, 13, 192, 5, 8, 0.330000
16, 13, 191, 4, 9, 0.320000
12, 17, 27, 0, 2, 0.160000
13, 16, 211, 7, 9, 0.290000
11, 18, 246, 8, 10, 0.260000
16, 13, 183, 6, 7, 0.320000
13, 16, 211, 7, 9, 0.290000
15, 14, 184, 5, 9, 0.340000
9, 20, 291, 9, 11, 0.290000
16, 13, 160, 4, 9, 0.320000
18, 11, 184, 4, 7, 0.350000
20, 9, 140, 2, 7, 0.380000
15, 14, 188, 6, 8, 0.290000
15, 14, 177, 4, 10, 0.340000
18, 11, 173, 6, 5, 0.250000
17, 12, 166, 6, 6, 0.270000
15, 14, 177, 4, 10, 0.340000
18, 11, 146, 5, 6, 0.270000
12, 17, 229, 9, 8, 0.270000
14, 15, 256, 5, 10, 0.360000
13, 16, 219, 8, 8, 0.290000
14, 15, 227, 7, 8, 0.280000
14, 15, 185, 4, 11, 0.360000
17, 12, 166, 4, 8, 0.330000
13, 16, 245, 7, 9, 0.280000
12, 17, 257, 9, 8, 0.260000
17, 12, 164, 4, 8, 0.330000
12, 17, 203, 6, 11, 0.290000
15, 14, 176, 4, 10, 0.340000
15, 14, 201, 5, 9, 0.320000
13, 16, 234, 7, 9, 0.280000
17, 12, 162, 5, 7, 0.270000
10, 19, 27, 0, 2, 0.140000
14, 15, 219, 8, 7, 0.250000
14, 15, 226, 7, 8, 0.310000
18, 11, 159, 7, 4, 0.230000
14, 15, 219, 8, 7, 0.250000
16, 13, 185, 6, 7, 0.280000
11, 18, 264, 8, 10, 0.290000
14, 15, 201, 6, 9, 0.300000
16, 13, 223, 5, 8, 0.320000
13, 16, 210, 5, 11, 0.300000
12, 17, 27, 0, 2, 0.160000
13, 16, 232, 7, 9, 0.300000
17, 12, 187, 6, 6, 0.290000
18, 11, 149, 5, 6, 0.270000
13, 16, 232, 7, 9, 0.300000
14, 15, 204, 8, 7, 0.280000
11, 18, 237, 7, 11, 0.310000
17, 12, 179, 4, 8, 0.310000
18, 11, 159, 3, 8, 0.330000
16, 13, 155, 4, 9, 0.310000
15, 14, 178, 6, 8, 0.280000
14, 15, 160, 4, 11, 0.370000
17, 12, 190, 4, 8, 0.350000
13, 16, 228, 7, 9, 0.300000
14, 15, 160, 4, 11, 0.370000
14, 15, 170, 5, 10, 0.310000
15, 14, 174, 5, 9, 0.300000
15, 14, 189, 5, 9, 0.310000
13, 16, 217, 5, 11, 0.320000
