trivial, nontrivial, cycles, bl, routed, usage
15, 20, 266, 6, 14, 0.270833
15, 20, 266, 6, 14, 0.270833
18, 17, 212, 7, 10, 0.236111
18, 17, 217, 8, 9, 0.215278
18, 17, 217, 8, 9, 0.215278
20, 15, 226, 6, 9, 0.250000
19, 16, 170, 5, 11, 0.284722
22, 13, 153, 4, 9, 0.270833
18, 17, 217, 6, 11, 0.270833
18, 17, 212, 7, 10, 0.250000
18, 17, 225, 6, 11, 0.256944
18, 17, 225, 6, 11, 0.256944
14, 21, 290, 8, 13, 0.250000
14, 21, 290, 8, 13, 0.250000
14, 21, 290, 8, 13, 0.250000
20, 15, 238, 6, 9, 0.263889
23, 12, 207, 6, 6, 0.256944
19, 16, 222, 4, 12, 0.312500
19, 16, 220, 6, 10, 0.284722
17, 18, 280, 9, 9, 0.222222
14, 21, 247, 7, 14, 0.270833
14, 21, 247, 7, 14, 0.270833
22, 13, 173, 6, 7, 0.256944
22, 13, 173, 6, 7, 0.256944
22, 13, 173, 6, 7, 0.256944
18, 17, 202, 8, 9, 0.215278
20, 15, 252, 6, 9, 0.312500
19, 16, 197, 6, 10, 0.263889
19, 16, 191, 6, 10, 0.284722
20, 15, 213, 5, 10, 0.312500
17, 18, 229, 5, 13, 0.305556
17, 18, 241, 6, 12, 0.277778
13, 22, 309, 8, 14, 0.263889
13, 22, 309, 8, 14, 0.263889
13, 22, 309, 8, 14, 0.263889
16, 19, 274, 6, 13, 0.291667
19, 16, 218, 7, 9, 0.270833
24, 11, 159, 5, 6, 0.222222
20, 15, 207, 8, 7, 0.236111
17, 18, 220, 6, 12, 0.256944
17, 18, 224, 6, 12, 0.263889
18, 17, 221, 7, 10, 0.298611
17, 18, 239, 8, 10, 0.284722
17, 18, 239, 8, 10, 0.284722
21, 14, 185, 6, 8, 0.256944
21, 14, 154, 7, 7, 0.222222
22, 13, 229, 4, 9, 0.305556
19, 16, 186, 5, 11, 0.298611
16, 19, 241, 11, 8, 0.208333
19, 16, 219, 3, 13, 0.305556
19, 16, 219, 3, 13, 0.305556
22, 13, 177, 5, 8, 0.256944
22, 13, 177, 5, 8, 0.256944
22, 13, 177, 5, 8, 0.256944
22, 13, 172, 5, 8, 0.250000
20, 15, 182, 5, 10, 0.256944
24, 11, 179, 5, 6, 0.236111
20, 15, 172, 5, 10, 0.250000
20, 15, 190, 6, 9, 0.243056
18, 17, 198, 6, 11, 0.270833
18, 17, 215, 7, 10, 0.256944
18, 17, 215, 7, 10, 0.256944
20, 15, 212, 4, 11, 0.284722
19, 16, 204, 5, 11, 0.277778
16, 19, 267, 7, 12, 0.284722
21, 14, 176, 7, 7, 0.236111
23, 12, 186, 5, 7, 0.270833
23, 12, 186, 5, 7, 0.270833
19, 16, 204, 5, 11, 0.298611
19, 16, 204, 5, 11, 0.298611
19, 16, 204, 5, 11, 0.298611
22, 13, 210, 5, 8, 0.263889
24, 11, 216, 7, 4, 0.208333
19, 16, 225, 4, 12, 0.298611
21, 14, 198, 4, 10, 0.284722
18, 17, 292, 8, 9, 0.236111
17, 18, 223, 6, 12, 0.270833
16, 19, 243, 7, 12, 0.256944
18, 17, 237, 6, 11, 0.305556
18, 17, 233, 6, 11, 0.298611
18, 17, 233, 6, 11, 0.298611
21, 14, 172, 5, 9, 0.243056
19, 16, 257, 9, 7, 0.243056
20, 15, 243, 4, 11, 0.305556
21, 14, 194, 3, 11, 0.312500
19, 16, 214, 7, 9, 0.256944
20, 15, 201, 5, 10, 0.270833
20, 15, 201, 5, 10, 0.270833
17, 18, 239, 8, 10, 0.256944
17, 18, 239, 8, 10, 0.256944
17, 18, 239, 8, 10, 0.256944
16, 19, 251, 4, 15, 0.319444
19, 16, 40, 0, 3, 0.180556
17, 18, 204, 7, 11, 0.229167
23, 12, 189, 4, 8, 0.291667
20, 15, 36, 2, 1, 0.138889
21, 14, 186, 3, 11, 0.305556
21, 14, 186, 3, 11, 0.305556
19, 16, 216, 6, 10, 0.250000
19, 16, 216, 6, 10, 0.250000
19, 16, 216, 6, 10, 0.250000
22, 13, 171, 5, 8, 0.250000
23, 12, 173, 6, 6, 0.243056
21, 14, 174, 4, 10, 0.270833
22, 13, 178, 5, 8, 0.256944
20, 15, 230, 7, 8, 0.229167
19, 16, 224, 5, 11, 0.270833
19, 16, 224, 5, 11, 0.270833
16, 19, 220, 6, 13, 0.263889
16, 19, 220, 6, 13, 0.263889
16, 19, 220, 6, 13, 0.263889
20, 15, 205, 4, 11, 0.312500
25, 10, 156, 5, 5, 0.243056
22, 13, 149, 3, 10, 0.284722
21, 14, 202, 5, 9, 0.250000
20, 15, 229, 10, 5, 0.187500
21, 14, 199, 2, 12, 0.319444
21, 14, 199, 2, 12, 0.319444
19, 16, 204, 5, 11, 0.277778
19, 16, 204, 5, 11, 0.277778
19, 16, 204, 5, 11, 0.277778
20, 15, 248, 6, 9, 0.277778
21, 14, 180, 4, 10, 0.284722
21, 14, 181, 3, 11, 0.298611
