trivial, nontrivial, cycles, bl, routed, usage
15, 20, 267, 6, 14, 0.270833
15, 20, 267, 6, 14, 0.270833
18, 17, 213, 7, 10, 0.236111
18, 17, 218, 8, 9, 0.215278
18, 17, 218, 8, 9, 0.215278
20, 15, 227, 6, 9, 0.243056
19, 16, 177, 5, 11, 0.277778
22, 13, 163, 4, 9, 0.270833
18, 17, 220, 5, 12, 0.305556
18, 17, 199, 7, 10, 0.256944
18, 17, 226, 6, 11, 0.256944
18, 17, 226, 6, 11, 0.256944
14, 21, 291, 8, 13, 0.243056
14, 21, 291, 8, 13, 0.243056
14, 21, 291, 8, 13, 0.243056
20, 15, 227, 6, 9, 0.256944
23, 12, 200, 5, 7, 0.270833
19, 16, 227, 4, 12, 0.319444
19, 16, 221, 6, 10, 0.284722
17, 18, 281, 9, 9, 0.215278
14, 21, 239, 8, 13, 0.250000
14, 21, 239, 8, 13, 0.250000
22, 13, 174, 6, 7, 0.256944
22, 13, 174, 6, 7, 0.256944
22, 13, 174, 6, 7, 0.256944
18, 17, 210, 8, 9, 0.222222
20, 15, 235, 6, 9, 0.319444
19, 16, 194, 7, 9, 0.243056
19, 16, 192, 6, 10, 0.284722
20, 15, 223, 5, 10, 0.312500
17, 18, 236, 5, 13, 0.305556
17, 18, 239, 5, 13, 0.312500
13, 22, 299, 9, 13, 0.236111
13, 22, 299, 9, 13, 0.236111
13, 22, 299, 9, 13, 0.236111
16, 19, 272, 6, 13, 0.291667
19, 16, 229, 6, 10, 0.284722
24, 11, 166, 6, 5, 0.208333
20, 15, 208, 8, 7, 0.236111
17, 18, 221, 6, 12, 0.256944
17, 18, 225, 6, 12, 0.256944
18, 17, 222, 7, 10, 0.298611
17, 18, 240, 8, 10, 0.284722
17, 18, 240, 8, 10, 0.284722
21, 14, 186, 6, 8, 0.256944
21, 14, 158, 7, 7, 0.236111
22, 13, 230, 4, 9, 0.305556
19, 16, 196, 5, 11, 0.291667
16, 19, 251, 11, 8, 0.215278
19, 16, 220, 3, 13, 0.305556
19, 16, 220, 3, 13, 0.305556
22, 13, 178, 5, 8, 0.256944
22, 13, 178, 5, 8, 0.256944
22, 13, 178, 5, 8, 0.256944
22, 13, 173, 5, 8, 0.250000
20, 15, 171, 5, 10, 0.263889
24, 11, 180, 5, 6, 0.236111
20, 15, 180, 4, 11, 0.270833
20, 15, 182, 6, 9, 0.236111
18, 17, 191, 7, 10, 0.250000
18, 17, 213, 7, 10, 0.250000
18, 17, 213, 7, 10, 0.250000
20, 15, 205, 4, 11, 0.284722
19, 16, 205, 5, 11, 0.277778
16, 19, 257, 7, 12, 0.277778
21, 14, 177, 7, 7, 0.236111
