trivial, nontrivial, cycles, bl, routed, usage
8, 10, 109, 2, 8, 0.312500
8, 10, 109, 2, 8, 0.312500
9, 9, 102, 4, 5, 0.203125
9, 9, 102, 4, 5, 0.203125
9, 9, 102, 4, 5, 0.203125
9, 9, 102, 4, 5, 0.203125
9, 9, 102, 4, 5, 0.203125
8, 10, 121, 4, 6, 0.281250
8, 10, 121, 4, 6, 0.281250
8, 10, 122, 2, 8, 0.328125
8, 10, 122, 2, 8, 0.328125
12, 6, 73, 1, 5, 0.296875
9, 9, 91, 1, 8, 0.375000
9, 9, 91, 1, 8, 0.375000
8, 10, 114, 4, 6, 0.265625
12, 6, 51, 2, 4, 0.250000
12, 6, 51, 2, 4, 0.250000
11, 7, 85, 2, 5, 0.296875
11, 7, 85, 2, 5, 0.296875
10, 8, 71, 2, 6, 0.296875
10, 8, 71, 2, 6, 0.296875
10, 8, 71, 2, 6, 0.296875
10, 8, 71, 2, 6, 0.296875
10, 8, 76, 2, 6, 0.296875
10, 8, 71, 2, 6, 0.296875
11, 7, 86, 2, 5, 0.296875
11, 7, 86, 2, 5, 0.296875
9, 9, 106, 2, 7, 0.359375
9, 9, 106, 2, 7, 0.359375
11, 7, 64, 2, 5, 0.296875
11, 7, 64, 2, 5, 0.296875
11, 7, 64, 2, 5, 0.296875
11, 7, 64, 2, 5, 0.296875
9, 9, 83, 4, 5, 0.250000
11, 7, 64, 2, 5, 0.296875
7, 11, 140, 4, 7, 0.281250
7, 11, 140, 4, 7, 0.281250
9, 9, 103, 2, 7, 0.312500
9, 9, 103, 2, 7, 0.312500
10, 8, 80, 3, 5, 0.250000
10, 8, 80, 3, 5, 0.250000
10, 8, 80, 3, 5, 0.250000
10, 8, 80, 3, 5, 0.250000
12, 6, 68, 1, 5, 0.296875
10, 8, 80, 3, 5, 0.250000
8, 10, 118, 4, 6, 0.265625
8, 10, 118, 4, 6, 0.265625
9, 9, 87, 3, 6, 0.265625
9, 9, 87, 3, 6, 0.265625
9, 9, 87, 3, 6, 0.265625
9, 9, 87, 3, 6, 0.265625
9, 9, 87, 3, 6, 0.265625
9, 9, 87, 3, 6, 0.265625
12, 6, 72, 1, 5, 0.312500
9, 9, 87, 3, 6, 0.265625
8, 10, 108, 2, 8, 0.343750
8, 10, 108, 2, 8, 0.343750
9, 9, 98, 2, 7, 0.328125
9, 9, 98, 2, 7, 0.328125
9, 9, 98, 2, 7, 0.328125
9, 9, 98, 2, 7, 0.328125
11, 7, 65, 2, 5, 0.296875
9, 9, 98, 2, 7, 0.328125
13, 5, 45, 2, 3, 0.265625
13, 5, 45, 2, 3, 0.265625
9, 9, 132, 2, 7, 0.343750
9, 9, 132, 2, 7, 0.343750
7, 11, 102, 3, 8, 0.296875
7, 11, 102, 3, 8, 0.296875
7, 11, 102, 3, 8, 0.296875
7, 11, 102, 3, 8, 0.296875
13, 5, 77, 1, 4, 0.328125
7, 11, 102, 3, 8, 0.296875
9, 9, 109, 3, 6, 0.281250
9, 9, 109, 3, 6, 0.281250
8, 10, 124, 4, 6, 0.265625
8, 10, 124, 4, 6, 0.265625
8, 10, 124, 4, 6, 0.265625
