trivial, nontrivial, cycles, bl, routed, usage
12, 10, 134, 3, 7, 0.210000
13, 9, 116, 2, 7, 0.250000
12, 10, 114, 4, 6, 0.180000
15, 7, 64, 2, 5, 0.190000
10, 12, 129, 2, 10, 0.250000
13, 9, 108, 3, 6, 0.210000
12, 10, 123, 1, 9, 0.290000
10, 12, 129, 2, 10, 0.250000
11, 11, 113, 4, 7, 0.190000
13, 9, 119, 6, 3, 0.140000
12, 10, 136, 2, 8, 0.250000
15, 7, 92, 1, 6, 0.240000
12, 10, 125, 4, 6, 0.180000
13, 9, 109, 1, 8, 0.280000
9, 13, 162, 3, 10, 0.300000
16, 6, 78, 3, 3, 0.180000
15, 7, 93, 3, 4, 0.200000
9, 13, 162, 3, 10, 0.300000
12, 10, 114, 3, 7, 0.220000
11, 11, 123, 3, 8, 0.220000
13, 9, 109, 1, 8, 0.280000
14, 8, 105, 2, 6, 0.270000
16, 6, 63, 1, 5, 0.230000
11, 11, 130, 3, 8, 0.250000
10, 12, 148, 4, 8, 0.220000
15, 7, 109, 2, 5, 0.280000
16, 6, 90, 3, 3, 0.190000
10, 12, 148, 4, 8, 0.220000
13, 9, 109, 3, 6, 0.240000
12, 10, 111, 2, 8, 0.260000
11, 11, 164, 4, 7, 0.220000
15, 7, 91, 4, 3, 0.160000
15, 7, 84, 2, 5, 0.210000
12, 10, 130, 3, 7, 0.230000
13, 9, 113, 3, 6, 0.210000
13, 9, 118, 2, 7, 0.240000
13, 9, 102, 1, 8, 0.260000
13, 9, 113, 3, 6, 0.210000
10, 12, 133, 4, 8, 0.220000
12, 10, 106, 5, 5, 0.150000
10, 12, 151, 5, 7, 0.210000
16, 6, 61, 1, 5, 0.220000
14, 8, 95, 2, 6, 0.210000
14, 8, 27, 0, 3, 0.180000
11, 11, 143, 5, 6, 0.180000
14, 8, 118, 5, 3, 0.150000
13, 9, 112, 2, 7, 0.250000
11, 11, 143, 5, 6, 0.180000
13, 9, 109, 4, 5, 0.170000
13, 9, 127, 3, 6, 0.240000
12, 10, 131, 4, 6, 0.200000
13, 9, 91, 2, 7, 0.260000
11, 11, 151, 5, 6, 0.190000
9, 13, 145, 4, 9, 0.250000
12, 10, 145, 4, 6, 0.250000
18, 4, 43, 1, 3, 0.210000
16, 6, 67, 2, 4, 0.190000
12, 10, 145, 4, 6, 0.250000
9, 13, 148, 3, 10, 0.230000
13, 9, 84, 1, 8, 0.260000
10, 12, 112, 3, 9, 0.210000
14, 8, 111, 2, 6, 0.240000
14, 8, 94, 1, 7, 0.270000
15, 7, 27, 0, 3, 0.190000
12, 10, 105, 2, 8, 0.250000
14, 8, 108, 4, 4, 0.180000
15, 7, 88, 3, 4, 0.180000
12, 10, 105, 2, 8, 0.250000
12, 10, 122, 3, 7, 0.220000
14, 8, 106, 3, 5, 0.200000
11, 11, 145, 4, 7, 0.200000
16, 6, 83, 2, 4, 0.200000
14, 8, 120, 3, 5, 0.200000
15, 7, 93, 1, 6, 0.260000
12, 10, 100, 2, 8, 0.240000
13, 9, 108, 3, 6, 0.190000
15, 7, 87, 2, 5, 0.210000
12, 10, 100, 2, 8, 0.240000
11, 11, 124, 3, 8, 0.240000
14, 8, 111, 4, 4, 0.200000
9, 13, 174, 3, 10, 0.260000
11, 11, 135, 4, 7, 0.190000
13, 9, 89, 3, 6, 0.200000
14, 8, 102, 2, 6, 0.230000
