trivial, nontrivial, cycles, bl, routed, usage
12, 10, 141, 3, 7, 0.230000
13, 9, 115, 2, 7, 0.250000
12, 10, 107, 4, 6, 0.190000
15, 7, 63, 2, 5, 0.190000
10, 12, 128, 2, 10, 0.250000
13, 9, 107, 3, 6, 0.210000
12, 10, 122, 1, 9, 0.290000
10, 12, 128, 2, 10, 0.250000
11, 11, 112, 4, 7, 0.190000
13, 9, 118, 6, 3, 0.140000
12, 10, 120, 2, 8, 0.260000
15, 7, 91, 1, 6, 0.240000
12, 10, 132, 3, 7, 0.210000
13, 9, 108, 1, 8, 0.280000
9, 13, 161, 3, 10, 0.300000
16, 6, 77, 3, 3, 0.180000
15, 7, 92, 3, 4, 0.200000
9, 13, 161, 3, 10, 0.300000
12, 10, 113, 3, 7, 0.220000
11, 11, 122, 3, 8, 0.220000
13, 9, 100, 2, 7, 0.250000
14, 8, 104, 2, 6, 0.270000
16, 6, 62, 1, 5, 0.230000
11, 11, 129, 3, 8, 0.270000
10, 12, 147, 4, 8, 0.220000
15, 7, 108, 2, 5, 0.280000
16, 6, 89, 3, 3, 0.190000
10, 12, 147, 4, 8, 0.220000
13, 9, 108, 3, 6, 0.240000
12, 10, 110, 2, 8, 0.260000
11, 11, 163, 4, 7, 0.220000
15, 7, 90, 4, 3, 0.160000
15, 7, 83, 2, 5, 0.210000
12, 10, 116, 3, 7, 0.210000
13, 9, 112, 3, 6, 0.210000
13, 9, 113, 3, 6, 0.220000
13, 9, 101, 1, 8, 0.260000
13, 9, 112, 3, 6, 0.210000
10, 12, 141, 4, 8, 0.220000
12, 10, 105, 5, 5, 0.150000
10, 12, 150, 5, 7, 0.220000
16, 6, 60, 1, 5, 0.220000
14, 8, 94, 2, 6, 0.210000
14, 8, 16, 0, 2, 0.160000
11, 11, 142, 5, 6, 0.170000
14, 8, 117, 5, 3, 0.150000
13, 9, 111, 2, 7, 0.250000
11, 11, 142, 5, 6, 0.170000
13, 9, 108, 4, 5, 0.170000
13, 9, 114, 4, 5, 0.200000
12, 10, 133, 4, 6, 0.210000
13, 9, 94, 2, 7, 0.260000
11, 11, 150, 5, 6, 0.190000
9, 13, 165, 4, 9, 0.250000
12, 10, 144, 4, 6, 0.250000
18, 4, 42, 1, 3, 0.210000
16, 6, 66, 2, 4, 0.190000
12, 10, 144, 4, 6, 0.250000
9, 13, 142, 3, 10, 0.230000
13, 9, 83, 1, 8, 0.260000
10, 12, 111, 3, 9, 0.210000
14, 8, 110, 2, 6, 0.240000
14, 8, 93, 1, 7, 0.270000
15, 7, 16, 0, 2, 0.170000
12, 10, 105, 2, 8, 0.240000
14, 8, 107, 4, 4, 0.180000
15, 7, 87, 3, 4, 0.180000
12, 10, 105, 2, 8, 0.240000
12, 10, 121, 3, 7, 0.220000
14, 8, 105, 3, 5, 0.200000
11, 11, 144, 4, 7, 0.200000
16, 6, 82, 2, 4, 0.200000
14, 8, 119, 3, 5, 0.200000
15, 7, 92, 1, 6, 0.260000
12, 10, 99, 2, 8, 0.240000
13, 9, 107, 3, 6, 0.190000
15, 7, 86, 2, 5, 0.210000
12, 10, 99, 2, 8, 0.240000
11, 11, 123, 3, 8, 0.240000
14, 8, 110, 4, 4, 0.200000
9, 13, 171, 2, 11, 0.300000
11, 11, 133, 3, 8, 0.230000
13, 9, 88, 3, 6, 0.190000
14, 8, 101, 2, 6, 0.230000
12, 10, 122, 2, 8, 0.260000
11, 11, 118, 3, 8, 0.210000
13, 9, 136, 2, 7, 0.240000
12, 10, 122, 2, 8, 0.260000
10, 12, 125, 4, 8, 0.200000
13, 9, 100, 2, 7, 0.230000
12, 10, 112, 4, 6, 0.200000
16, 6, 82, 2, 4, 0.200000
13, 9, 122, 3, 6, 0.220000
14, 8, 90, 2, 6, 0.240000
12, 10, 122, 2, 8, 0.250000
14, 8, 101, 4, 4, 0.180000
14, 8, 86, 3, 5, 0.190000
12, 10, 122, 2, 8, 0.250000
11, 11, 133, 3, 8, 0.210000
14, 8, 115, 4, 4, 0.210000
11, 11, 160, 4, 7, 0.210000
14, 8, 119, 5, 3, 0.150000
16, 6, 82, 2, 4, 0.210000
13, 9, 113, 2, 7, 0.260000
12, 10, 118, 3, 7, 0.210000
13, 9, 113, 2, 7, 0.230000
12, 10, 139, 2, 8, 0.270000
12, 10, 118, 3, 7, 0.210000
10, 12, 112, 4, 8, 0.190000
12, 10, 119, 6, 4, 0.150000
9, 13, 178, 3, 10, 0.270000
11, 11, 144, 2, 9, 0.260000
14, 8, 78, 3, 5, 0.180000
14, 8, 105, 2, 6, 0.230000
12, 10, 126, 2, 8, 0.270000
12, 10, 126, 2, 8, 0.250000
12, 10, 153, 2, 8, 0.250000
12, 10, 126, 2, 8, 0.270000
11, 11, 109, 3, 8, 0.210000
13, 9, 109, 3, 6, 0.210000
10, 12, 156, 3, 9, 0.250000
16, 6, 89, 3, 3, 0.220000
12, 10, 130, 2, 8, 0.240000
13, 9, 114, 1, 8, 0.290000
13, 9, 107, 2, 7, 0.260000
13, 9, 120, 2, 7, 0.280000
15, 7, 96, 2, 5, 0.250000
13, 9, 107, 2, 7, 0.260000
14, 8, 102, 2, 6, 0.230000
9, 13, 157, 4, 9, 0.220000
9, 13, 167, 3, 10, 0.280000
12, 10, 137, 3, 7, 0.220000
14, 8, 94, 2, 6, 0.210000
13, 9, 122, 2, 7, 0.250000
12, 10, 134, 4, 6, 0.190000
11, 11, 131, 3, 8, 0.230000
13, 9, 133, 2, 7, 0.240000
12, 10, 134, 4, 6, 0.190000
10, 12, 148, 5, 7, 0.190000
13, 9, 114, 3, 6, 0.220000
10, 12, 176, 3, 9, 0.270000
12, 10, 123, 2, 8, 0.250000
15, 7, 94, 3, 4, 0.190000
13, 9, 109, 3, 6, 0.210000
12, 10, 118, 2, 8, 0.240000
10, 12, 138, 3, 9, 0.230000
12, 10, 141, 3, 7, 0.230000
12, 10, 118, 2, 8, 0.240000
10, 12, 125, 4, 8, 0.210000
13, 9, 117, 5, 4, 0.170000
12, 10, 133, 4, 6, 0.210000
13, 9, 94, 2, 7, 0.260000
11, 11, 150, 5, 6, 0.190000
9, 13, 165, 4, 9, 0.250000
12, 10, 144, 4, 6, 0.250000
18, 4, 42, 1, 3, 0.210000
16, 6, 66, 2, 4, 0.190000
12, 10, 144, 4, 6, 0.250000
9, 13, 142, 3, 10, 0.230000
13, 9, 83, 1, 8, 0.260000
11, 11, 136, 3, 8, 0.240000
14, 8, 115, 3, 5, 0.210000
14, 8, 113, 2, 6, 0.220000
15, 7, 95, 2, 5, 0.220000
12, 10, 99, 2, 8, 0.240000
13, 9, 107, 3, 6, 0.190000
15, 7, 86, 2, 5, 0.210000
12, 10, 99, 2, 8, 0.240000
11, 11, 123, 3, 8, 0.240000
14, 8, 108, 3, 5, 0.210000
9, 13, 157, 2, 11, 0.290000
18, 4, 42, 1, 3, 0.210000
9, 13, 171, 5, 8, 0.210000
13, 9, 113, 2, 7, 0.260000
12, 10, 119, 2, 8, 0.260000
12, 10, 116, 3, 7, 0.260000
13, 9, 116, 4, 5, 0.180000
12, 10, 119, 2, 8, 0.260000
10, 12, 141, 5, 7, 0.180000
11, 11, 143, 5, 6, 0.230000
9, 13, 167, 3, 10, 0.280000
12, 10, 137, 3, 7, 0.220000
14, 8, 94, 2, 6, 0.210000
13, 9, 122, 2, 7, 0.250000
12, 10, 134, 4, 6, 0.190000
11, 11, 131, 3, 8, 0.230000
13, 9, 133, 2, 7, 0.240000
12, 10, 134, 4, 6, 0.190000
10, 12, 148, 5, 7, 0.190000
13, 9, 114, 3, 6, 0.220000
10, 12, 124, 3, 9, 0.220000
16, 6, 65, 2, 4, 0.190000
14, 8, 105, 2, 6, 0.210000
14, 8, 123, 3, 5, 0.210000
12, 10, 99, 2, 8, 0.240000
14, 8, 104, 2, 6, 0.240000
13, 9, 112, 3, 6, 0.200000
12, 10, 99, 2, 8, 0.240000
9, 13, 164, 4, 9, 0.220000
13, 9, 101, 3, 6, 0.230000
9, 13, 152, 3, 10, 0.270000
16, 6, 83, 3, 3, 0.200000
11, 11, 139, 3, 8, 0.240000
10, 12, 150, 3, 9, 0.270000
11, 11, 144, 4, 7, 0.210000
15, 7, 91, 1, 6, 0.240000
13, 9, 119, 5, 4, 0.160000
11, 11, 144, 4, 7, 0.210000
13, 9, 54, 0, 4, 0.250000
11, 11, 129, 1, 10, 0.290000
10, 12, 124, 3, 9, 0.220000
16, 6, 65, 2, 4, 0.190000
14, 8, 105, 2, 6, 0.210000
14, 8, 123, 3, 5, 0.210000
12, 10, 99, 2, 8, 0.240000
14, 8, 104, 2, 6, 0.240000
13, 9, 112, 3, 6, 0.200000
12, 10, 99, 2, 8, 0.240000
9, 13, 164, 4, 9, 0.220000
13, 9, 101, 3, 6, 0.230000
9, 13, 152, 3, 10, 0.270000
16, 6, 83, 3, 3, 0.200000
11, 11, 139, 3, 8, 0.240000
10, 12, 150, 3, 9, 0.270000
11, 11, 144, 4, 7, 0.210000
15, 7, 91, 1, 6, 0.240000
13, 9, 119, 5, 4, 0.160000
11, 11, 144, 4, 7, 0.210000
13, 9, 54, 0, 4, 0.250000
11, 11, 129, 1, 10, 0.290000
10, 12, 176, 3, 9, 0.270000
12, 10, 128, 1, 9, 0.290000
15, 7, 88, 2, 5, 0.210000
13, 9, 109, 3, 6, 0.210000
12, 10, 118, 2, 8, 0.240000
10, 12, 138, 3, 9, 0.230000
13, 9, 125, 4, 5, 0.190000
12, 10, 118, 2, 8, 0.240000
10, 12, 125, 4, 8, 0.210000
13, 9, 111, 4, 5, 0.190000
11, 11, 136, 3, 8, 0.240000
14, 8, 115, 3, 5, 0.210000
14, 8, 113, 2, 6, 0.220000
15, 7, 95, 2, 5, 0.220000
12, 10, 99, 2, 8, 0.240000
13, 9, 107, 3, 6, 0.190000
15, 7, 86, 2, 5, 0.210000
12, 10, 99, 2, 8, 0.240000
11, 11, 123, 3, 8, 0.240000
14, 8, 108, 3, 5, 0.210000
10, 12, 150, 4, 8, 0.210000
14, 8, 102, 3, 5, 0.200000
14, 8, 111, 3, 5, 0.190000
14, 8, 109, 1, 7, 0.270000
12, 10, 99, 2, 8, 0.240000
14, 8, 106, 3, 5, 0.210000
13, 9, 112, 3, 6, 0.200000
12, 10, 99, 2, 8, 0.240000
9, 13, 149, 4, 9, 0.230000
13, 9, 115, 4, 5, 0.210000
13, 9, 92, 1, 8, 0.260000
13, 9, 123, 3, 6, 0.200000
11, 11, 129, 3, 8, 0.230000
10, 12, 133, 4, 8, 0.240000
11, 11, 138, 2, 9, 0.270000
14, 8, 121, 5, 3, 0.200000
16, 6, 85, 3, 3, 0.200000
11, 11, 138, 2, 9, 0.270000
12, 10, 118, 3, 7, 0.210000
11, 11, 131, 2, 9, 0.260000
9, 13, 167, 3, 10, 0.280000
12, 10, 128, 1, 9, 0.290000
14, 8, 94, 2, 6, 0.210000
13, 9, 122, 2, 7, 0.250000
12, 10, 120, 2, 8, 0.240000
11, 11, 131, 3, 8, 0.230000
14, 8, 117, 3, 5, 0.200000
12, 10, 120, 2, 8, 0.240000
10, 12, 148, 5, 7, 0.190000
13, 9, 100, 2, 7, 0.230000
