trivial, nontrivial, cycles, bl, routed, usage
16, 11, 147, 2, 9, 0.340000
14, 13, 165, 5, 8, 0.270000
13, 14, 179, 6, 8, 0.260000
14, 13, 167, 5, 8, 0.270000
15, 12, 178, 5, 7, 0.290000
10, 17, 214, 7, 10, 0.280000
16, 11, 158, 4, 7, 0.280000
15, 12, 166, 4, 8, 0.310000
16, 11, 114, 3, 8, 0.270000
13, 14, 197, 6, 8, 0.250000
15, 12, 162, 4, 8, 0.310000
16, 11, 156, 6, 5, 0.230000
13, 14, 200, 4, 10, 0.330000
15, 12, 162, 4, 8, 0.310000
12, 15, 214, 4, 11, 0.330000
14, 13, 145, 3, 10, 0.320000
18, 9, 115, 5, 4, 0.210000
13, 14, 199, 4, 10, 0.300000
16, 11, 160, 3, 8, 0.310000
13, 14, 194, 4, 10, 0.310000
14, 13, 169, 4, 9, 0.300000
19, 8, 135, 4, 4, 0.290000
13, 14, 194, 4, 10, 0.310000
15, 12, 165, 5, 7, 0.280000
12, 15, 194, 4, 11, 0.360000
13, 14, 209, 5, 9, 0.280000
14, 13, 160, 5, 8, 0.280000
16, 11, 125, 4, 7, 0.260000
14, 13, 171, 5, 8, 0.280000
13, 14, 200, 5, 9, 0.290000
14, 13, 188, 4, 9, 0.300000
18, 9, 133, 4, 5, 0.250000
13, 14, 200, 5, 9, 0.290000
12, 15, 211, 4, 11, 0.340000
12, 15, 181, 5, 10, 0.300000
14, 13, 176, 6, 7, 0.240000
21, 6, 91, 2, 4, 0.300000
12, 15, 202, 7, 8, 0.260000
15, 12, 148, 3, 9, 0.320000
14, 13, 133, 5, 8, 0.290000
16, 11, 153, 6, 5, 0.240000
15, 12, 148, 3, 9, 0.320000
13, 14, 187, 6, 8, 0.300000
11, 16, 213, 6, 10, 0.280000
16, 11, 115, 3, 8, 0.290000
14, 13, 177, 5, 8, 0.310000
16, 11, 145, 2, 9, 0.320000
13, 14, 28, 0, 2, 0.170000
15, 12, 145, 4, 8, 0.300000
12, 15, 207, 6, 9, 0.300000
18, 9, 120, 2, 7, 0.320000
15, 12, 145, 4, 8, 0.300000
19, 8, 97, 4, 4, 0.240000
11, 16, 214, 8, 8, 0.240000
17, 10, 129, 5, 5, 0.260000
15, 12, 160, 6, 6, 0.260000
17, 10, 173, 3, 7, 0.320000
11, 16, 189, 5, 11, 0.290000
19, 8, 153, 4, 4, 0.310000
13, 14, 170, 4, 10, 0.330000
18, 9, 120, 5, 4, 0.240000
14, 13, 179, 6, 7, 0.250000
17, 10, 137, 4, 6, 0.280000
15, 12, 145, 2, 10, 0.360000
14, 13, 155, 4, 9, 0.290000
18, 9, 113, 4, 5, 0.250000
15, 12, 145, 2, 10, 0.360000
16, 11, 150, 6, 5, 0.240000
15, 12, 140, 4, 8, 0.280000
10, 17, 202, 6, 11, 0.270000
14, 13, 156, 3, 10, 0.310000
13, 14, 180, 6, 8, 0.250000
12, 15, 189, 6, 9, 0.240000
14, 13, 189, 4, 9, 0.300000
13, 14, 180, 6, 8, 0.250000
13, 14, 184, 5, 9, 0.290000
10, 17, 217, 7, 10, 0.280000
14, 13, 155, 7, 6, 0.220000
17, 10, 129, 4, 6, 0.260000
14, 13, 28, 0, 2, 0.180000
15, 12, 150, 4, 8, 0.320000
12, 15, 178, 4, 11, 0.310000
20, 7, 92, 3, 4, 0.250000
15, 12, 150, 4, 8, 0.320000
15, 12, 148, 4, 8, 0.320000
10, 17, 218, 7, 10, 0.250000
15, 12, 166, 6, 6, 0.230000
19, 8, 113, 4, 4, 0.250000
15, 12, 147, 3, 9, 0.320000
17, 10, 143, 6, 4, 0.230000
15, 12, 147, 3, 9, 0.320000
14, 13, 166, 6, 7, 0.270000
19, 8, 84, 3, 5, 0.270000
16, 11, 121, 3, 8, 0.280000
17, 10, 113, 3, 7, 0.300000
15, 12, 28, 0, 2, 0.190000
13, 14, 163, 5, 9, 0.280000
15, 12, 131, 4, 8, 0.270000
18, 9, 126, 3, 6, 0.300000
13, 14, 163, 5, 9, 0.280000
16, 11, 163, 4, 7, 0.330000
16, 11, 141, 6, 5, 0.210000
14, 13, 188, 4, 9, 0.300000
18, 9, 153, 4, 5, 0.250000
17, 10, 131, 4, 6, 0.270000
14, 13, 160, 5, 8, 0.280000
17, 10, 170, 5, 5, 0.280000
17, 10, 131, 4, 6, 0.270000
14, 13, 154, 6, 7, 0.230000
13, 14, 192, 4, 10, 0.370000
18, 9, 131, 5, 4, 0.230000
14, 13, 178, 4, 9, 0.310000
17, 10, 121, 3, 7, 0.270000
14, 13, 157, 4, 9, 0.300000
15, 12, 147, 6, 6, 0.230000
16, 11, 178, 4, 7, 0.310000
12, 15, 178, 4, 11, 0.310000
14, 13, 169, 3, 10, 0.320000
18, 9, 98, 4, 5, 0.230000
14, 13, 176, 6, 7, 0.230000
15, 12, 192, 5, 7, 0.280000
15, 12, 28, 0, 2, 0.190000
14, 13, 160, 4, 9, 0.330000
13, 14, 175, 3, 11, 0.370000
19, 8, 112, 1, 7, 0.350000
14, 13, 160, 4, 9, 0.330000
18, 9, 118, 5, 4, 0.240000
9, 18, 211, 6, 12, 0.300000
15, 12, 174, 5, 7, 0.260000
16, 11, 158, 7, 4, 0.220000
17, 10, 156, 3, 7, 0.330000
14, 13, 162, 2, 11, 0.350000
16, 11, 136, 3, 8, 0.300000
17, 10, 172, 5, 5, 0.250000
18, 9, 127, 4, 5, 0.270000
16, 11, 136, 3, 8, 0.300000
13, 14, 207, 8, 6, 0.200000
13, 14, 184, 4, 10, 0.340000
14, 13, 200, 5, 8, 0.300000
16, 11, 130, 4, 7, 0.290000
14, 13, 152, 4, 9, 0.290000
12, 15, 169, 3, 12, 0.330000
15, 12, 205, 6, 6, 0.280000
12, 15, 169, 3, 12, 0.330000
12, 15, 185, 7, 8, 0.230000
18, 9, 129, 6, 3, 0.200000
14, 13, 164, 6, 7, 0.250000
14, 13, 167, 5, 8, 0.300000
15, 12, 121, 3, 9, 0.320000
20, 7, 110, 3, 4, 0.300000
14, 13, 167, 5, 8, 0.300000
16, 11, 135, 4, 7, 0.310000
14, 13, 147, 3, 10, 0.360000
16, 11, 158, 4, 7, 0.280000
15, 12, 166, 4, 8, 0.310000
