trivial, nontrivial, cycles, bl, routed, usage
16, 11, 152, 2, 9, 0.350000
14, 13, 149, 4, 9, 0.320000
13, 14, 178, 6, 8, 0.260000
14, 13, 166, 5, 8, 0.270000
15, 12, 185, 5, 7, 0.310000
10, 17, 217, 6, 11, 0.280000
16, 11, 157, 4, 7, 0.280000
15, 12, 154, 3, 9, 0.330000
16, 11, 122, 3, 8, 0.270000
13, 14, 196, 6, 8, 0.250000
15, 12, 161, 4, 8, 0.310000
16, 11, 155, 6, 5, 0.230000
13, 14, 199, 4, 10, 0.330000
15, 12, 161, 4, 8, 0.310000
12, 15, 213, 4, 11, 0.330000
14, 13, 165, 4, 9, 0.290000
18, 9, 114, 5, 4, 0.210000
13, 14, 198, 4, 10, 0.310000
16, 11, 159, 3, 8, 0.310000
13, 14, 193, 4, 10, 0.310000
14, 13, 167, 4, 9, 0.330000
19, 8, 134, 4, 4, 0.290000
13, 14, 193, 4, 10, 0.310000
15, 12, 164, 5, 7, 0.280000
12, 15, 193, 4, 11, 0.360000
13, 14, 208, 5, 9, 0.280000
14, 13, 167, 4, 9, 0.310000
16, 11, 118, 4, 7, 0.270000
14, 13, 166, 5, 8, 0.260000
13, 14, 200, 6, 8, 0.270000
14, 13, 187, 4, 9, 0.310000
18, 9, 132, 4, 5, 0.250000
13, 14, 200, 6, 8, 0.270000
12, 15, 210, 4, 11, 0.340000
12, 15, 180, 5, 10, 0.310000
14, 13, 175, 6, 7, 0.250000
21, 6, 90, 2, 4, 0.300000
12, 15, 201, 7, 8, 0.260000
15, 12, 147, 3, 9, 0.320000
14, 13, 133, 5, 8, 0.290000
16, 11, 152, 6, 5, 0.240000
15, 12, 147, 3, 9, 0.320000
13, 14, 186, 6, 8, 0.300000
11, 16, 212, 6, 10, 0.280000
16, 11, 120, 4, 7, 0.260000
14, 13, 176, 5, 8, 0.300000
16, 11, 144, 2, 9, 0.320000
13, 14, 34, 1, 2, 0.160000
15, 12, 144, 4, 8, 0.300000
12, 15, 206, 6, 9, 0.300000
18, 9, 119, 2, 7, 0.320000
15, 12, 144, 4, 8, 0.300000
19, 8, 96, 4, 4, 0.240000
11, 16, 210, 9, 7, 0.210000
17, 10, 147, 5, 5, 0.250000
15, 12, 159, 6, 6, 0.260000
17, 10, 153, 4, 6, 0.300000
11, 16, 188, 5, 11, 0.290000
19, 8, 152, 4, 4, 0.310000
13, 14, 170, 4, 10, 0.330000
18, 9, 119, 5, 4, 0.230000
14, 13, 178, 6, 7, 0.250000
17, 10, 136, 4, 6, 0.280000
15, 12, 144, 2, 10, 0.360000
14, 13, 154, 4, 9, 0.290000
18, 9, 112, 4, 5, 0.250000
15, 12, 144, 2, 10, 0.360000
16, 11, 149, 6, 5, 0.240000
15, 12, 139, 4, 8, 0.280000
10, 17, 201, 6, 11, 0.280000
14, 13, 155, 3, 10, 0.310000
13, 14, 179, 6, 8, 0.250000
12, 15, 195, 5, 10, 0.330000
14, 13, 188, 4, 9, 0.300000
13, 14, 179, 6, 8, 0.250000
13, 14, 183, 5, 9, 0.290000
10, 17, 220, 6, 11, 0.280000
14, 13, 154, 7, 6, 0.210000
17, 10, 128, 4, 6, 0.260000
14, 13, 34, 1, 2, 0.170000
15, 12, 149, 4, 8, 0.320000
12, 15, 177, 4, 11, 0.310000
20, 7, 91, 3, 4, 0.250000
15, 12, 149, 4, 8, 0.320000
15, 12, 156, 4, 8, 0.320000
10, 17, 241, 7, 10, 0.300000
15, 12, 165, 6, 6, 0.240000
19, 8, 112, 4, 4, 0.250000
15, 12, 146, 3, 9, 0.320000
17, 10, 142, 6, 4, 0.230000
15, 12, 146, 3, 9, 0.320000
14, 13, 165, 6, 7, 0.270000
19, 8, 83, 3, 5, 0.260000
16, 11, 120, 3, 8, 0.280000
17, 10, 112, 3, 7, 0.300000
15, 12, 34, 1, 2, 0.180000
13, 14, 162, 5, 9, 0.280000
15, 12, 130, 4, 8, 0.270000
18, 9, 125, 3, 6, 0.300000
13, 14, 162, 5, 9, 0.280000
16, 11, 162, 4, 7, 0.330000
16, 11, 140, 6, 5, 0.210000
14, 13, 187, 4, 9, 0.310000
18, 9, 152, 4, 5, 0.250000
17, 10, 130, 4, 6, 0.270000
14, 13, 167, 4, 9, 0.310000
17, 10, 169, 5, 5, 0.280000
17, 10, 130, 4, 6, 0.270000
14, 13, 166, 6, 7, 0.230000
13, 14, 191, 4, 10, 0.370000
18, 9, 130, 5, 4, 0.230000
14, 13, 166, 3, 10, 0.360000
17, 10, 129, 3, 7, 0.270000
14, 13, 156, 4, 9, 0.300000
15, 12, 146, 6, 6, 0.230000
16, 11, 177, 4, 7, 0.310000
12, 15, 177, 4, 11, 0.310000
14, 13, 168, 3, 10, 0.330000
18, 9, 96, 3, 6, 0.250000
14, 13, 185, 6, 7, 0.260000
15, 12, 168, 4, 8, 0.280000
15, 12, 34, 1, 2, 0.180000
